Iterations	Guesses
946 	 3.5535
947 	 3.5535
948 	 3.5535
949 	 3.5535
950 	 3.5535
951 	 3.5535
952 	 3.5535
953 	 3.5535
954 	 3.5535
955 	 3.5535
956 	 3.5535
957 	 3.5535
958 	 3.5535
959 	 3.5535
960 	 3.5535
961 	 3.5535
962 	 3.5535
963 	 3.5535
964 	 3.5535
965 	 3.5535
966 	 3.5535
967 	 3.5535
968 	 3.5535
969 	 3.5535
970 	 3.5535
971 	 3.5535
972 	 3.5535
973 	 3.5535
974 	 3.5535
975 	 3.5535
976 	 3.5535
977 	 3.5535
978 	 3.5535
979 	 3.5535
980 	 3.5535
981 	 3.5535
982 	 3.5535
983 	 3.5535
984 	 3.5535
985 	 3.5535
986 	 3.5535
987 	 3.5535
988 	 3.5535
989 	 3.5535
990 	 3.5535
991 	 3.5535
992 	 3.5535
993 	 3.5535
994 	 3.5535
995 	 3.5535
996 	 3.5535
997 	 3.5535
998 	 3.5535
999 	 3.5535
1000 	 3.5535
1001 	 3.5535
1002 	 3.5535
1003 	 3.5535
1004 	 3.5535
1005 	 3.5535
1006 	 3.5535
1007 	 3.5535
1008 	 3.5535
1009 	 3.5535
1010 	 3.5535
1011 	 3.5535
1012 	 3.5535
1013 	 3.5535
1014 	 3.5535
1015 	 3.5535
1016 	 3.5535
1017 	 3.5535
1018 	 3.5535
1019 	 3.5535
1020 	 3.5535
1021 	 3.5535
1022 	 3.5535
1023 	 3.5535
1024 	 3.5535
1025 	 3.5535
1026 	 3.5535
1027 	 3.5535
1028 	 3.5535
1029 	 3.5535
1030 	 3.5535
1031 	 3.5535
1032 	 3.5535
1033 	 3.5535
1034 	 3.5535
1035 	 3.5535
1036 	 3.5535
1037 	 3.5535
1038 	 3.5535
1039 	 3.5535
1040 	 3.5535
1041 	 3.5535
1042 	 3.5535
1043 	 3.5535
1044 	 3.5535
1045 	 3.5535
1046 	 3.5535
1047 	 3.5535
1048 	 3.5535
1049 	 3.5535
1050 	 3.5535
1051 	 3.5535
1052 	 3.5535
1053 	 3.5535
1054 	 3.5535
1055 	 3.5535
1056 	 3.5535
1057 	 3.5535
1058 	 3.5535
1059 	 3.5535
1060 	 3.5535
1061 	 3.5535
1062 	 3.5535
1063 	 3.5535
1064 	 3.5535
1065 	 3.5535
1066 	 3.5535
1067 	 3.5535
1068 	 3.5535
1069 	 3.5535
1070 	 3.5535
1071 	 3.5535
1072 	 3.5535
1073 	 3.5535
1074 	 3.5535
1075 	 3.5535
1076 	 3.5535
1077 	 3.5535
1078 	 3.5535
1079 	 3.5535
1080 	 3.5535
1081 	 3.5535
1082 	 3.5535
1083 	 3.5535
1084 	 3.5535
1085 	 3.5535
1086 	 3.5535
1087 	 3.5535
1088 	 3.5535
1089 	 3.5535
1090 	 3.5535
1091 	 3.5535
1092 	 3.5535
1093 	 3.5535
1094 	 3.5535
1095 	 3.5535
1096 	 3.5535
1097 	 3.5535
1098 	 3.5535
1099 	 3.5535
1100 	 3.5535
1101 	 3.5535
1102 	 3.5535
1103 	 3.5535
1104 	 3.5535
1105 	 3.5535
1106 	 3.5535
1107 	 3.5535
1108 	 3.5535
1109 	 3.5535
1110 	 3.5535
1111 	 3.5535
1112 	 3.5535
1113 	 3.5535
1114 	 3.5535
1115 	 3.5535
1116 	 3.5535
1117 	 3.5535
1118 	 3.5535
1119 	 3.5535
1120 	 3.5535
1121 	 3.5535
1122 	 3.5535
1123 	 3.5535
1124 	 3.5535
1125 	 3.5535
1126 	 3.5535
1127 	 3.5535
1128 	 3.5535
1129 	 3.5535
1130 	 3.5535
1131 	 3.5535
1132 	 3.5535
1133 	 3.5535
1134 	 3.5535
1135 	 3.5535
1136 	 3.5535
1137 	 3.5535
1138 	 3.5535
1139 	 3.5535
1140 	 3.5535
1141 	 3.5535
1142 	 3.5535
1143 	 3.5535
1144 	 3.5535
1145 	 3.5535
1146 	 3.5535
1147 	 3.5535
1148 	 3.5535
1149 	 3.5535
1150 	 3.5535
1151 	 3.5535
1152 	 3.5535
1153 	 3.5535
1154 	 3.5535
1155 	 3.5535
1156 	 3.5535
1157 	 3.5535
1158 	 3.5535
1159 	 3.5535
1160 	 3.5535
1161 	 3.5535
1162 	 3.5535
1163 	 3.5535
1164 	 3.5535
1165 	 3.5535
