Iterations	Guesses
354 	 3.5589
355 	 3.5589
356 	 3.5589
357 	 3.5589
358 	 3.5589
359 	 3.5589
360 	 3.5589
361 	 3.5589
362 	 3.5589
363 	 3.5589
364 	 3.5589
365 	 3.5589
366 	 3.5589
367 	 3.5589
368 	 3.5589
369 	 3.5589
370 	 3.5589
371 	 3.5589
372 	 3.5589
373 	 3.5589
374 	 3.5589
375 	 3.5589
376 	 3.5589
377 	 3.5589
378 	 3.5589
379 	 3.5589
380 	 3.5589
381 	 3.5589
382 	 3.5589
383 	 3.5589
384 	 3.5589
385 	 3.5589
386 	 3.5589
387 	 3.5589
388 	 3.5589
389 	 3.5589
390 	 3.5589
391 	 3.5589
392 	 3.5589
393 	 3.5589
394 	 3.5589
395 	 3.5545
396 	 3.5545
397 	 3.5545
398 	 3.5545
399 	 3.5545
400 	 3.5545
401 	 3.5545
402 	 3.5545
403 	 3.5545
404 	 3.5545
405 	 3.5545
406 	 3.5545
407 	 3.5545
408 	 3.5545
409 	 3.5545
410 	 3.5545
411 	 3.5545
412 	 3.5545
413 	 3.5532
414 	 3.5532
415 	 3.5532
416 	 3.5532
417 	 3.5532
418 	 3.5532
419 	 3.5532
420 	 3.5532
421 	 3.5532
422 	 3.5532
423 	 3.5532
424 	 3.5532
425 	 3.5532
426 	 3.5532
427 	 3.5532
428 	 3.5532
429 	 3.5532
430 	 3.5532
431 	 3.5532
432 	 3.5532
433 	 3.5532
434 	 3.5532
435 	 3.5532
436 	 3.5532
437 	 3.5532
438 	 3.5532
439 	 3.5532
440 	 3.5532
441 	 3.5532
442 	 3.5532
443 	 3.5532
444 	 3.5532
445 	 3.5532
446 	 3.5532
447 	 3.5532
448 	 3.5532
449 	 3.5532
450 	 3.5532
451 	 3.5532
452 	 3.5532
453 	 3.5532
454 	 3.5532
455 	 3.5532
456 	 3.5532
457 	 3.5532
458 	 3.5532
459 	 3.5532
460 	 3.5532
461 	 3.5532
462 	 3.5532
463 	 3.5532
464 	 3.5532
465 	 3.5532
466 	 3.5532
467 	 3.5532
468 	 3.5532
469 	 3.5532
470 	 3.5532
471 	 3.5532
472 	 3.5532
473 	 3.5532
474 	 3.5532
475 	 3.5532
476 	 3.5532
477 	 3.5532
478 	 3.5532
479 	 3.5532
480 	 3.5532
481 	 3.5532
482 	 3.5532
483 	 3.5532
484 	 3.5532
485 	 3.5532
486 	 3.5532
487 	 3.5532
488 	 3.5532
489 	 3.5532
490 	 3.5532
491 	 3.5532
492 	 3.5532
493 	 3.5532
494 	 3.5532
495 	 3.5532
496 	 3.5532
497 	 3.5532
498 	 3.5532
499 	 3.5532
500 	 3.5532
501 	 3.5532
502 	 3.5532
503 	 3.5532
504 	 3.5532
505 	 3.5532
