Hours	Loss
9469.929823696808	2.25
9481.227977653296	2.241921972738269
9500.37333851021	2.25
9503.522627310973	2.25
9571.795607319964	2.2341775748984416
9630.39856949835	2.238513320922722
9609.088401433484	2.2246691052180827
9635.726111514563	2.2355923835110336
9720.966199165017	2.214843669713149
9752.93145126232	2.223816093670256
9736.94882521367	2.2126169001820886
9784.896703359622	2.2171107618045642
9827.51645488034	2.2052412037007594
9848.826622945206	2.212107084620505
9859.481706977642	2.2156884265326786
9864.809248993859	2.2085619297055614
9934.066710595662	2.197291087012346
9875.46433302629	2.2092390961910793
9939.394252611879	2.199408072264605
9950.049336644315	2.202208783182594
9971.35950470918	2.197177416419269
10024.634924871345	2.188558633942893
9982.014588741611	2.1996259419945337
10029.962466887573	2.1922342148767657
10045.945092936221	2.200019902756029
10083.237302440715	2.1827553795726056
10088.564844456934	2.189252555854263
10136.512722602884	2.178252528593649
10115.202554538018	2.1911803382737105
10163.150432683979	2.1847203197479557
10168.47797470019	2.18487625113914
10216.42526823712	2.170961114298456
10237.735436301988	2.173058671258927
10253.718062350641	2.1700245486334966
10275.028230415513	2.1813391148220065
10328.303065968661	2.1619517752751154
10344.285692017309	2.1664840113814225
10386.906028147041	2.174821775620377
10397.561112179488	2.160602059966949
10408.216196211919	2.1663135054918063
10440.180863700201	2.160686099463418
10429.525779667765	2.174165985503171
10472.146115797497	2.1641389568740053
10477.473657813714	2.168798952692486
10514.76645192724	2.1497144898510734
10525.421535959676	2.1559355082478464
10546.731119415523	2.1617807840061634
10605.334081593903	2.149386835842343
10610.661623610122	2.157298092667589
10631.971791674998	2.1371966715689457
10669.264001179492	2.151039427855988
10674.591543195711	2.152342992772181
10701.229253276795	2.1445291332139065
10733.194505374091	2.1373258874191263
10722.53942134166	2.147700483728146
10754.504673438967	2.147139178601897
10759.832215455186	2.148150551717177
10770.487299487617	2.138780526653557
10781.142383520051	2.1425797350160694
10845.072303105631	2.1337763608105718
10861.05492915428	2.146075827263025
10877.037555202938	2.1296876335130825
10909.00280730024	2.1365396680034006
10919.657306723651	2.1221535754643
10983.587810918249	2.126190813197123
10988.915352934468	2.1341139716548643
11020.880605031774	2.120508513389539
11047.517730503838	2.126745805112418
11052.845272520057	2.121561665203181
11068.827898568705	2.1347522749976244
11111.448234698442	2.12208216894892
11116.775776714665	2.1244908606227564
11122.103318730884	2.117769740810294
11164.723070251595	2.1233575589065117
11212.670948397546	2.110333811377076
11202.01586436511	2.1240879137843702
11228.653574446194	2.1189200439216487
11233.981116462413	2.126305454548872
11287.255952015566	2.115794597830124
11340.531372177735	2.1057063622108085
11308.566120080432	2.1186876029728787
11361.841540242605	2.1124420532421118
11367.169082258824	2.116095047638924
11404.461291763324	2.1063453936225724
11415.116375795755	2.1080127995447264
11420.443917811972	2.10259038757551
11452.40916990927	2.111326969648907
11484.374422006582	2.1033175842080962
11500.35704805523	2.1067403251427392
11511.012132087666	2.098799191251627
11532.321715543512	2.1047270470888155
11537.649257559724	2.0991734777520756
11558.959425624591	2.1180454165954328
11585.597135705675	2.1046847862907083
11590.924677721892	2.1116089586449998
11617.562387802987	2.0961174966585885
11649.527055291264	2.105228119263176
11686.81984940478	2.1067602388138633
11729.440185534522	2.0868312651221794
11761.405437631824	2.101868048015871
11793.3701051201	2.089562268352463
11830.662899233621	2.08755117778514
11867.955693347145	2.1017023991992017
11931.885612932723	2.087745729629414
11937.213154948942	2.092243477566166
11990.488575111116	2.0854847113388755
11958.523323013813	2.0989811133944025
12001.143659143545	2.0909544871484043
12033.108326631827	2.0756670484624937
12054.4184946967	2.082722620873976
12059.746036712917	2.093594649012339
12086.383746794007	2.0768137079492406
12113.021456875085	2.0792726790189935
12155.641208395804	2.0857149648010447
12129.004082923739	2.0774682846181074
12182.278918476883	2.082746424138966
12240.881880655279	2.074495611672495
12192.934002509317	2.0866452172550503
12256.864506703922	2.078260089175784
12267.519006127342	2.084245511658105
12272.84654814355	2.0736617890063793
12315.466884273294	2.074145613816372
12331.449510321947	2.068450926996957
12347.4321363706	2.075476868311831
12352.759678386818	2.0719419162017076
12400.706971923744	2.0804608745144337
12395.379429907525	2.0668777600965016
12411.362055956179	2.073125254624201
12443.327308053487	2.0625500326700306
12464.637476118347	2.074908275936366
12475.292560150783	2.0719416735120397
12480.620102167	2.07870165646726
12507.257227639066	2.0648635145634966
12528.567395703936	2.0707364799010795
12533.894937720144	2.062843437919283
12576.515273849887	2.076587098111679
12592.49789989854	2.0693896801485177
12640.445193435466	2.0634144604710167
12603.152983930977	2.075247342918665
12661.755361500338	2.0664697134955006
12667.082903516555	2.072788857228248
12720.358323678734	2.0602936287627713
12731.01340771116	2.070607264050899
12741.668491743594	2.0544296527816694
12789.61578528052	2.0659798148846313
12832.236121410262	2.053585866720811
12810.925953345402	2.0702735395208824
12858.873831491352	2.063453323613774
12864.20137350757	2.063540760765593
12890.838498979634	2.0677424338667456
12906.821125028278	2.056444626383678
12922.80375107694	2.062539587175543
12954.769003174239	2.051575022122746
12965.424087206675	2.0641941239861206
12976.07917123911	2.0598731951499394
13002.716296711164	2.066297751467877
13024.026464776034	2.0503899848725777
13034.68154880847	2.0564322393718473
13040.00909082469	2.057514051523426
13045.336632840907	2.050653759025221
13066.646800905777	2.0526677618685585
13114.594679051728	2.0444184088196846
13098.612053003075	2.059449845981503
13130.576720491357	2.0504055301296806
13135.904262507574	2.05088182828038
13141.231804523792	2.0487041181377164
13146.55934654001	2.0428792447094493
13162.541972588653	2.0533213644991637
13205.162308718396	2.0470194681307845
13247.782060239115	2.0532093960133513
13242.454518222896	2.0396005368130865
13269.092228303974	2.052165961625194
13322.367648466154	2.0392835742681017
13285.074854352639	2.057330915932311
13338.350274514807	2.0429232076148214
13359.660442579669	2.051870611579009
13407.607736116604	2.0484886785840564
13466.21069829499	2.040559692294697
13418.26282014904	2.0515096861286524
13476.865782327426	2.0435964845064736
13487.520281750836	2.0526374027029464
13508.830449815709	2.0361564260693124
13535.468159896798	2.0424775145989926
13556.778327961658	2.0332969383374415
13578.08849602653	2.0476342076186325
13599.3986640914	2.0363781788339264
13604.726206107609	2.043313524751709
13663.328583676981	2.0381891324150243
13689.966293758069	2.0454370691841803
13705.948919806713	2.0369725192713144
13711.27646182293	2.0396466872050594
13769.878839392302	2.0342985973068273
13721.931545855366	2.0434888877142727
13780.533923424739	2.034991791149194
13791.189007457173	2.041825610796062
13801.84409148961	2.0281004081367833
13823.15425955447	2.0338769469660662
13881.756637123832	2.026757740667755
13876.429095107624	2.0404890105687303
13887.08417914006	2.034378019140427
13913.72188922115	2.0400377324109504
13908.39434720493	2.03100337339469
13935.03205728601	2.032175052874356
13945.687141318445	2.027386326585031
13977.651808806728	2.039016399180518
13988.306892839153	2.0347095594634332
14004.289518887806	2.0411095844473772
14009.617060904035	2.0256666997496175
14041.582313001332	2.0305873114754696
14046.90985501755	2.0234338564176806
14078.875107114845	2.038459705157958
14100.184690570692	2.030869057781895
14158.78765274909	2.03953325930165
14137.477484684217	2.028481981886448
14164.115194765307	2.0318240809799715
14190.752904846386	2.034552168654651
14174.770278797732	2.0289378777070968
14206.73553089504	2.0343498441818255
14244.02774039953	2.0213829319489287
14217.390614927475	2.034549010409379
14270.665450480628	2.0270305008972893
14291.97561854549	2.026005766731917
14339.92349669144	2.0377735558751398
14361.233080147285	2.022089486841387
14409.180958293247	2.024299254977338
14430.491126358118	2.0313939332212456
14473.110877878826	2.0206907088652337
14483.765961911262	2.031478943476386
14526.386298041005	2.018523932875984
14537.041382073441	2.0220785559675636
14574.334176186954	2.0119908057275837
14590.316217626583	2.0309358499139956
14600.97130165902	2.023333543595105
14654.246721821188	2.012548955888151
14622.28146972389	2.0269705073554785
14664.901805853622	2.0193106376710457
14691.539515934703	2.026141295793052
14718.176641406766	2.017737956149926
14723.504183422983	2.018493085051446
14744.814351487867	2.014523856178653
14739.486809471648	2.023375807672802
14776.779603585162	2.01916611925343
14798.089771650024	2.0228880932689437
14787.434687617599	2.0168910151233854
14824.727481731114	2.020160976352936
14862.019691235613	2.0095393645967143
14893.98494333292	2.0143815252476385
14909.967569381562	2.0178717831037956
14957.914862918498	2.0087446444834334
15005.86274106446	2.0234489162954477
14995.207657032024	2.0061103104511173
15021.845367113103	2.014564903528421
15064.465703242835	2.005290573624507
15032.500451145539	2.0184770544150075
15091.1028287149	2.0109808887503107
15117.74053879599	2.0184600530198975
15139.05070686086	2.010662709477397
15155.033332909514	2.012114918535559
15197.653669039246	2.0083188651387287
15176.343500974375	2.0196674341174585
15218.963252495092	2.0122045431739783
15261.583588624835	2.017760299997319
15245.600962576182	2.0067571144914327
15272.23867265726	2.0087431883454263
15293.548840722133	2.003752868931869
15298.87638273835	2.013524866795614
15336.16859224285	2.006201151817466
15346.823676275286	2.0125596407927167
15378.788928372584	2.0008891308512213
15389.444012405018	2.010191268399645
15400.099096437454	2.0107239164675472
15453.373931990598	1.9990163635558034
15464.029016023043	2.009149047459827
15474.68410005548	1.9985701818810484
15522.631978201429	2.0078357683977393
15575.906813754584	2.0006558372090235
