Hours	Loss
51118.099999999824	2.25
51120.677903246215	2.248962485271984
51128.376122452544	2.25
51160.58862059008	2.25
51208.88478291182	2.2444800366230777
51254.72887205806	2.25
51387.831275720426	2.25
51973.341180268406	2.221242723938422
52002.74347349028	2.2258638598937353
52267.36088607507	2.213944025673604
52620.18840473749	2.19784510816897
52502.57923185002	2.216229575298136
52649.590697959364	2.200826035842879
52678.992991181236	2.208319531921229
52914.208110544154	2.1914178789850958
52973.012696987906	2.20111167174317
53414.04709531598	2.1689908316708237
53443.446162125736	2.1764491049514345
53590.45762823514	2.186289600334135
53619.85992145702	2.176197963779879
53913.882853675685	2.163566717594342
53855.07826723196	2.180469583978815
53943.285146897564	2.1683156099822387
53972.687440119436	2.1777441691700723
54002.089733341316	2.1642157058416682
54296.10943914798	2.1667489989824054
54648.9369578104	2.153248467922935
54354.9140255917	2.1682004832511543
54707.74154425418	2.153349508814514
54942.956663617064	2.1611725971393474
54795.94519750772	2.147491117975363
55001.761250060816	2.1555862384607267
55089.96812972641	2.156437065801543
55383.99106194514	2.1395941896792907
55619.20618130805	2.133385072915013
55501.597008420555	2.1438041207883307
55736.815354195525	2.138588890364887
55766.217647417376	2.1463267257449123
55883.82682030488	2.1293373929672916
56060.24057963613	2.1333362529366933
56089.64287285801	2.134761503764183
56148.44423288967	2.1249307258069665
56266.05340577714	2.1290483594116507
56501.271751552085	2.1122360884242686
56824.69375058063	2.115189815177838
56883.49833702438	2.12089276000514
56971.705216689974	2.112646076542613
57265.728148908674	2.098785105412121
57089.31438957745	2.1194148028850552
57324.5327353524	2.1002025836110594
57383.33732179621	2.118913245331359
57677.35702760281	2.1111768660893406
58147.79371915276	2.083657484431671
58177.19278596258	2.0984912147835333
58441.8134249594	2.0808147554052425
58500.61801140312	2.0914696451622707
58765.2386504	2.1006601782593837
58706.43406395625	2.0799440143933023
58794.640943621875	2.090207612975181
59059.258356206636	2.0918470899079917
59265.07440875971	2.0762599294822843
59323.87899520343	2.0896470359179355
59559.094114566375	2.0713806110754582
59647.30099423197	2.081782896963744
59853.117046785075	2.0634642512080075
59941.32392645067	2.0765436205856425
