Hours	Loss
1395.2907162666054	2.3900000000000006
1642.727379364047	2.2856045395699898
1895.9078685467045	2.2337931941177835
2241.1537706466534	2.2120803044072557
2310.2028303346165	2.192861560116684
2716.825875599458	2.1515568779197083
3177.1535438460046	2.1342687699635157
3491.7111761935603	2.1123312874569815
3998.0715508987582	2.0846150329353246
4005.7440710819455	2.0852205514240425
4358.661889704959	2.0757881548956822
4420.039032869858	2.0772533732203273
4523.612622401794	2.0683606224016367
4542.792715539521	2.075270709404367
4561.97341233737	2.0547488048611497
4650.202565163065	2.070637571185058
4991.612810831539	2.0499664951058953
5313.84235970216	2.0539817057244822
5352.202545977612	2.041485213379219
5486.46500892207	2.0470682767533974
5509.481362151393	2.0308143397304486
5643.74382509585	2.037624187249109
5785.678204563378	2.0331461844530665
5896.924314278508	2.024743665954806
5981.317207012596	2.028045722441133
6184.628729645016	2.025144400832306
7097.612753275183	2.0053716920238585
7243.382789174175	2.005899402132262
7577.120514659457	1.998213978471335
8302.136848703332	1.9852066071721084
8712.596154059765	1.9808479408221595
8942.7602900131	1.9871076432153498
9038.661359361855	1.9825005206934876
9241.972881994276	1.989011187691513
9537.350421204106	1.977384425000552
9756.005776882655	1.979085933010444
9832.727356753818	1.9813902084507953
9871.088146689388	1.966296349257847
10189.481435468422	1.972584810580119
10239.35040201866	1.9772377579842164
10523.219160953693	1.9638702289384802
10580.760044027005	1.9745778564125245
10665.15354042122	1.9723401698872982
10699.678070265201	1.9765228115551106
11090.956678823795	1.9569829330641988
11370.989177667248	1.9708600340177274
11528.267993841024	1.9616013924506073
11616.497750326842	1.9653057334859425
11716.235079767186	1.9623319725607147
12080.661678664974	1.9605623259641893
12157.382654876008	1.9502642578859575
12184.23526819692	1.9668041249554815
12464.268370700504	1.9532489956510375
12828.694365938172	1.9480269274721134
13173.94026803812	1.9612476760154691
13266.005680955403	1.9517008385941896
13446.30085035849	1.9492502522488848
13757.02222261446	1.948852264516332
13787.710492366847	1.9563503266305762
13952.661225063688	1.9462077579136163
14075.415511393483	1.9516893804169748
14558.759532869359	1.9471463422906277
14620.136676034263	1.9389778437567176
14857.972728510651	1.9408229116133042
14999.907107978179	1.9368334779801386
15441.05468308701	1.937147216021006
15464.071036316322	1.9393579320006844
15667.382558948753	1.9346092728143742
15671.218819040345	1.9353365148694395
16001.120284434035	1.9374932897580224
16334.858009919308	1.9344027008196223
